negative,message
0,RT @JRMotorsports: #DaleJr will be in the @Sprint FANZONE in @DISupdates infield today at 5:50 pm for a Q&A session with fans.
0,"#geek #nerd #gamer: Verizon to close Vodafone deal on February 21, One Verizon will be formed as a result... http://t.co/yGebVbsW5B"
0,Lady A concert at Sprint!!!!!
0,@Camden_BTA I got an iPhone 4 for tmobile lol
0,JASON ALDEAN Tickets for Sep 26 at Verizon Wireless Amphitheatre http://t.co/kmfiuqgvck in Irvine CA #jasonaldean #burnitdowntour
0,Does Verizon data roll over ?
0,Cant wait for Nascar Sprint cup series to start!
0,@joe012594 @TMobile @TMobileHelp I called and got 2 different answers. I figured I'd buy the phone and return it if it didn't work out
1,Everyone text me with your name! I lost all my contacts cause sprint fucked me over
0,Y'all see the verizon post celebrity game commercial with kevin hart
0,Sprint Unlimited tonight!:)#NASCAR #SprintUnlimited #TrueRaceFan
0,RT @GeeksBargain: You can get @nokia #Lumia2520 tablet for only $399 at @MicrosoftStore without contract (Verizon/AT&T) http://t.co/LgIH0OK
0,Samsung Illusion Prepaid Android Phone (Verizon Wireless): Shop cell phones and accessories at Amaz... http://t.co/ezm1CiCwBu
0,Samsung Illusion Prepaid Android Phone (Verizon Wireless): Shop cell phones and accessories at Amaz... http://t.co/2HfiXzuy0R
0,@Bryyann_ @purtycarbs im assuming carlos has tmobile. they don't charge they just throttle your speeds. (slow it down)
0,"RT @MUfessions: ""Sprint football may suck, but they definitely have the best parties on campus. #TurnUporTransfer"""
0,This is why i still have AT&T and not Verizon also why i drink Pepsi and not Coke thankyoulord for @SofiaVergara http://t.co/okcEj9rM3P
0,@sir_joshh @Bryyann_ and I have sprint
0,I went to sprint cause I have a little problem with my phone and they said they already ordered me a new one and should be in in Tuesday
0,"@soconnerpalm NO sorry but ITS TIME .#3 AND austin dillon won the truck series, the nationwide series and now sprint cup!! Get real!!!"
0,Teaming yet locum tenens-contracting: teachable businesses sprint thine 23% in re 787 trillion dollars: WgTAS
0,Everyone in the county is at Verizon today...and I can't even get 3G in the store...
0,@purtycarbs @sir_joshh sprint has unlimited data though how can you go over
0,Is @MarcusTerronius gonna watch the Sprint Unlimited?
0,WHOA! Sweden's Charlotte Kalla just rocked the cross country relay in a heart-stopping sprint to the finish w/Finland and Germany. #GoSWEDEN
0,Black iPhone 4 S .. Unlocked ...for sprint ...$90
0,@Steve_Neikam @ChrisESPNCNY  hey guys... any idea what Verizon channel su vs nc st is on?
0,"RT @FordRacing: Three Fords end second #NASCAR #Sprint Cup practice in the Top 10.  @MarcosAmbrose P6, @gbiffle P7, and @aric_almirola P10."
0,@purtycarbs @Bryyann_ yea sprint don't charge for that.
1,Damn Verizon
0,"@AllWaltrip, recovering from surgery, to miss Saturday's Sprint Unlimited & Sunday's Daytona 500 qualifying. See @NBhttp://t.co/TrsltwWujV"
0,RT @newcomb_johnny: Goodbye @ATT Hello @TMobile and @JohnLegere #itsnotmeitsyou with @WirelessVision #BreakUpLetter http://t.co/Fb8j0nEPMy
0,Gladiator Pitt at the 2014 AZ Spartan Sprint #SpartanRace #spartanstreetteam  #supercandy #Inov8 http://t.co/5xLJG70mNS
0,"Samsung Galaxy S III, Blue 16GB (Sprint): Shop cell phones and accessories at http://t.co/bfQHn9HG7a. Youll fin... http://t.co/DGy0oE12ZY"
0,"Samsung Galaxy S III, Blue 16GB (Sprint): Shop cell phones and accessories at http://t.co/ONKh55N9O0. Youll fin... http://t.co/IbI7EGHfkB"
1,RT @Lia_Kai: Sprint really ass yo
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/ey58nny8Va
0,Verizon blackberry z10 for sale 60$
1,Not feeling particularly safe as a Verizon customer either. What happens when TimeWarner & Comcast merge: http://t.co/NFE3bbJXw0
0,LG G2 - 32GB - White (Sprint)(Bad ESN Cracked screen) | FAST FREE SHIPPING! #FM: $155.00 End Date: Saturday... http://t.co/4TjvZe1gPW
0,Finally off the phone with Verizon.
0,Samsung Galaxy S 4 - 16GB - Black Mist (Sprint) - Clean ESN/Mint/No Contract: $300.00 (0 Bids) End Date: Saturday... http://t.co/KuvfdeH9eK
1,I'm gonna hate to see my Verizon bill this month.
1,RT @Lia_Kai: Sprint really ass yo
0,"Verizon got the BEST service hand down, they just be on that trip  with they darn high ass phone bills ."
0,Love hearing @RickAllenracing calling the @ARCA_Racing race. Can't wait to hear him call Sprint Cup w @JeffBurton & @SteveLetarte.
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/ONnNN2BT9z
0,"RT @_xneeshaaa: Verizon got the BEST service hand down, they just be on that trip  with they darn high ass phone bills ."
0,"@AllWaltrip, recovers from surgery, to miss Sprint Unlimited, Daytona 500 qualifying. See @NBCSports MotorSportsTalk http://t.co/SuXGHyqGr5"
1,"Took a pre workout and then made ""quick stop"" at Verizon. After 2 hours of sitting in the store I'm going insane"
0,RT @__BJ_: Watching my dog @kev2cent at work harrahs #Verizon #ASW
0,"@Bayly16 don't be silly, you could never sprint!"
1,"@wilw Once the Smartphone Theft Prevention Act is Law, @Verizon will be able to dump you when you complain about them http://t.co/gUbRe725iJ"
0,"Great night of sports with All-Stat Saturday and Sprint Unlimited. However, I don't have FS1 here so I'll have to jerryrig that one."
0,@JMcCashed not as bad as Sprint
0,My @TMobile LTE is faster than my @TWC  wifi.  And this is not even the fastest I've gotten. http://t.co/SHyZS84O55
1,AT&T needs to step up!!! Samsung Galaxy S4 on Sprint now getting Android 4.4 KitKat http://t.co/ve8k1Gw3Df
1,"... Pero dont let that tweet fool you, sprint is BS"
0,@_SamDingo I just left I'm in Harrahs Verizon  party lurk
0,Iphone 5 White 16gb Brd Sprint 24 Hrs Clean Esn: $600.00 (0 Bids) End Date: Sunday Feb-16-2014 14:00:02 PST Buy... http://t.co/DejcGMjDFo
0,I phone 4 8g Verizon md440LL\a: $0.99 (0 Bids) End Date: Saturday Feb-22-2014 13:59:20 PST Bid now | Add to watch... http://t.co/vQSwgDQsCZ
0,"Apple iPhone 5 - 16GB - Black (Verizon) w/bird Preloaded Flapp :).(y): $1,500.00 (0 Bids) End Date: Sunday... http://t.co/U6rFxw9OkL"
0,Anybody have a sprint iphone?! Hmu if so.
0,@monkindud haha he sent me some texts off a random number from the sprint store just messing with me and I had no idea who it was lol
1,RT @Lia_Kai: Sprint really ass yo
0,Idk Why We Have To Hook Up All This Verizon Stuff .
0,@ChaseRiceMusic you watching ARCA or the sprint cup unlimited tonight from @DISupdates
0,You asked for it @dmott3 @laurenbohlander - Sprint Dunk Team @ 2014 NBA All-Star Jam Session http://t.co/MHuuehzHNm
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/bHKWJGn1a3
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/WBQgrKBEqW
0,#Verizon company had staff switch phones to personal accounts. Signed up 9 Jan for paperless billing. No bills until today. Late fee.
0,Motorola Droid RAZR XT912 Black Verizon Clean ESN 16GB Smartphone http://t.co/jmvZwjDeJA
0,It never gets old seeing young children sprint as fast as they can and then totally wipe out
0,Realized that when I paid my phone bill yesterday Verizon gave me more data
1,I'm officially done with Tmobile
0,Just touched down at Verizon's #potentialofus event. #allstarweekend #verizon @ The Theatre at http://t.co/D1IzFCZ6vA
1,RT @Nadialiciouss:  T-mobile fucking up.
0,RT @StewartHaasRcng: Kevin Harvick entertains the fans gathered at the Sprint Display prior to tonight's Sprint Unlimited. http://t.co/XMbY
0,RT @JRMotorsports: #DaleJr will be in the @Sprint FANZONE in @DISupdates infield today at 5:50 pm for a Q&A session with fans.
0,So ready for the Sprint Unlimited tonight #NASCAR
1,@daciaa69 Wah I saw this late :( I hate tmobile for not having service.
0,RT @selenagomez: Honored to be the first customer at Verizon's new Destination Store. #techinspired http://t.co/BAqs82n9Mr
1,T-mobile - what a load of shit!!!!! Computer says 'fuck off'
0,Regina Hall and Lance Gross! #PotentialOfUs #Verizon @ Harrah's Casino New Orleans http://t.co/ORJhJlnM8Q
0,Guy in the Verizon store just asked the greeter if he could turn his phone on. You can't make that shit up.
0,@CitizenKBA Easy solution: Don't watch the Sprint race. It's by far the most boring of the series.
1,Fuck TMobile http://t.co/Bf1K93x5IN
1,Verizon better quit hanging up on me man
1,#Verizon twenty five minutes on hold. Talk to rep for a couple minutes and put on hold to talk to supervisor. 16 minutes later no supervisor
0,When that sprint turn into a marathon
0,@WarEagle7on7 gold in the sprint medley relay and 3rd in the 4x2
0,"Did you know, there were only 3 cautions in last season's Sprint Unlimited with 2 of them being competition cautions? http://t.co/nO07RPAAkO"
0,In this video we give a full review to the Sony Xperia Z1s from T-Mobile http://t.co/O3km6AGhS9
0,Motorola V265 Phone (Verizon Wireless): Shop cell phones and accessories at http://t.co/GK8oEYeTUh. Youll find ... http://t.co/jE5NNuGZwk
0,"""2014.02.14 - Arne Duncan Full Highlights 20 Pts 11 Reb 6 Assists (Sprint All-Star Celebrity Game)"" - https://t.co/1CkwkDIA7c"
0,Motorola V265 Phone (Verizon Wireless): Shop cell phones and accessories at http://t.co/VhmW9WuO7c. Youll find ... http://t.co/kCyV2w3ESF
0,THANKS FOR TELLING ME NOT TO SPRINT IT!!!!!!!!! #nostatesforme
0,Motorola V265 Phone (Verizon Wireless): Shop cell phones and accessories at http://t.co/75BCntp11e. Youll find ... http://t.co/VWlxrt6UuI
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/NiS4IZDT4W
1,Their smart. RT @shababa_: Verizon better quit hanging up on me man
0,RT @dogwoof: Filmmakers! Make a 10 second short for @shootingpeople's comp inspired by the Commonwealth record for the 100m sprint http://t
0,@coolstorydame cuz my hips are like defective and I can't jump sprint or extend my body correctly because of this problem.
0,Tonight will be @MarcosAmbrose third Sprint Unlimited. He finished 3rd in 2012 and 11th in 2013.  @StanleyRacing #NASCAR
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/YA3YwetesN
0,"@MattNuge @staubio Nexus 5 or iPhone 5s (on JUMP! if you want the 6 when it comes around). I'd keep TMO in KC, Sprint is a joke, others $$$."
0,"@JetLifeDJ314 @ronrondo_ Im hip, Sprint Life"
1,Fuck you Sprint
0,"""Just changed my internet service from Verizon to Comcast (my only 2 choices). Guess what I named my network .."" http://t.co/hS0zSFjyWE"
0,"@BruceEBond Yes, as is Verizon. That's why we need to fight for net ... http://t.co/gKoyLRVCeg"
0,"""I can assure you that every team in the conference is doing one more sprint. That's one HELL of a reason to do two more!""-Coach T"
1,@sprint CAN YOU STOP BEING AN ASSHOLE?!
0,RT @RPMotorsports: Tonight will be @MarcosAmbrose third Sprint Unlimited. He finished 3rd in 2012 and 11th in 2013.  @StanleyRacing #NASCAR
0,Nah I did not just sprint down the road for the wrong bus
0,VERIZON SAMSUNG GALAXY NOTE 2 II SCH-I605 WHITE Good ESN + CRACKED SCREEN WORKS: Price 172.5 USD (19 Bids) End... http://t.co/WovxA709MC
0,Apple iPhone 4 - 16GB - Black Factory Unlocked AT&T T-Mobile Straight Talk ATT http://t.co/D11A4E3b1V #unlockedsmartphone
0,Apple iPhone 5 32GB Black & Slate (Verizon) CLEAN ESN: Price 152.5 USD (19 Bids) End Time: 2014-02-16 04:43:00 PDT http://t.co/Zqm2UTQa2L
1,Sprint is such a pain in the ass man
0,Apple iPhone 4s - 16GB - White (Verizon) Smartphone- Good Condition! Clean ESN! http://t.co/Ve15rCTUA2 #unlockedsmartphone
0,"Eating is becoming my new workout, gaining lbs is tough, eating a good meal feels something like the end of 100m sprint."
0,Apple iPhone 4 - 16GB - Black (Factory Unlocked) Smartphone Excellent  T-Mobile http://t.co/qMayL2sffN #unlockedsmartphone
0,ANY SIM Apple iPhone 4 16GB Black Factory Unlocked T-Mobile Smartphone 1435 http://t.co/ztR0PvaSAN #unlockedsmartphone
0,Also I'm at Verizon and the couple next to me is arguing about Facebook. She's mad that he doesn't click 'like' fast enough.
0,That awkward moment when I sprint up the stairs thinking I have friends and someone's calling me but it's just my alarm waking me up #awks
0,RT @RPMotorsports: Tonight will be @MarcosAmbrose third Sprint Unlimited. He finished 3rd in 2012 and 11th in 2013.  @StanleyRacing #NASCAR
0,"Hey, is anyone interested in learning how to earn a $250 dollar gift card with Verizon Fios? Contact me for details!"
0,@dwewilde1 Nascar Sprint Unlimited tonight. Like a shootout type race.
0,@societystache just chilling at home waiting for the Sprint Unlimited...
0,RT @dogwoof: Filmmakers! Make a 10 second short for @shootingpeople's comp inspired by the Commonwealth record for the 100m sprint http://t
0,"CEO Lowell McAdam: Imagine #Verizon Mobile Music, Movies & Games with Greater Impact & Excitement!  http://t.co/aib8Wl9ggt"
1,#Verizon busy today and delay in answering phone calls due to snow in east. She is in Colorado. Request for supervisor refused.
0,I'm sorry person of color.. I just assumed you had a Sidekick. #TMobile
0,Hey @tmobilehelp just wanted to say thanks again. Killing @sprint . What's your speed? #speedtest http://t.co/M7ZuUuVYPY
0,Apple Iphone Sale!! Apple iPhone 5 - 16GB - Black & Slate (Verizon) Smartphone:  $250.00End Date: Tuesday Feb-... http://t.co/5X6tfNzDWs
0,Spare One Phone retweeted my post to Twitter wrong-Sprint offered me a 1.99 per minute rate to UK &France for emergency phone calls.
0,A plan with rates as low as $25/mo. each. Start your Sprint #Framily. Excl. taxes + surcharges after group savings. http://t.co/ISYfzBP3zp
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/PusgKacH7l
0,@BrilliantBA drop that zero and get a hero lol Verizon that is!
0,RT @Andrizzle1986: Also I'm at Verizon and the couple next to me is arguing about Facebook. She's mad that he doesn't click 'like' fast eno
0,"McLaren P1-903 Horse Power- 0-186 mph sprint in just 5.5 seconds, Dual engine,  Quality to the absolute perfection ! http://t.co/RHCRrl5NYc"
0,@sir_joshh @Bryyann_ going to switch to Verizon and spend all this money so I can go a bit faster than what I had
0,@NASCARONFOX @ARCA_Racing @FOXSports1 Turning it off scoring to distracting. Hope sprint cup race tonight doesn't have it.
0,LIMITED TIME OFFER  Get a free LG G2 when you bring your number to Sprint. via @UnlimitYourLG http://t.co/EtDwD7XyMB
0,@haniinnnn you can't even sprint.
0,@VZWSupport some says verizon will not release it ever is that true please reply
0,#Finance  Vodafone investors to share 21bn windfall: The $130bn (79.4bn) sale of a 45pc stake in Verizon Wi... http://t.co/NLE6OVk7Wl
0,"RT @MUfessions: ""Sprint football may suck, but they definitely have the best parties on campus. #TurnUporTransfer"""
0,Need an unbeatable #deal on #TMobile ? Latest #HTC phones in stock! Buy now! http://t.co/jTr7IQaOPV
0,And with my luck Verizon will forget to restart it or something foolish.
0,"I'm Sleepy , But I Need To Go To Sprint"
0,Just ordered a Nexus 5 so I can switch back to @tingFTW. Goodbye @TMobile and good riddance for never needing the terrible My T-Mobile again
1,"So, seriously, what are my options besides @VerizonWireless? Does @Sprint have as good a network?"
